	word	emotion	association
2137	aporia	fear	1
2138	strange attractor	fear	1
2139	pollution	fear	1
2140	transnational	fear	1
2141	shrink	fear	1
2142	underwrite	fear	1
2143	beyond a shadow of a doubt	fear	1
2144	conditional baptism	fear	1
2145	inositol	fear	1
2146	gamble	fear	1
2147	blench	fear	1
2148	resolution	fear	1
2149	dextromethorphan	fear	1
2150	red-mad	fear	1
2151	cracking	fear	1
2152	sportsplex	fear	1
2153	certain	fear	1
2154	disconfidence	fear	1
2155	puck-shy	fear	1
2156	ailurophobic	fear	1
2157	overburden	fear	1
2158	replace	fear	1
2159	assurance	fear	1
2160	have skin in the game	fear	1
2161	bank	fear	1
2162	risking	fear	1
2163	nicotinic acid	fear	1
2164	lose one's nerve	fear	1
2165	scared to death	fear	1
2166	bundle	fear	1
2167	fraidy-cat	fear	1
2168	sensation	fear	1
2169	unless	fear	1
2170	AAA	fear	1
2171	subtly	fear	1
2172	lifeboat	fear	1
2173	strike fear into (someone's heart	fear	1
2174	emergence	fear	1
2175	bone	fear	1
2176	make certain	fear	1
2177	technofear	fear	1
2178	imminence	fear	1
2179	bet	fear	1
2180	xenophobia	fear	1
2181	ingratiate	fear	1
2182	metabolic syndrome	fear	1
2183	premium	fear	1
2184	bravery	fear	1
2185	for	fear	1
2186	coercion	fear	1
2187	brainish	fear	1
2188	podophyllin	fear	1
2189	ring/sound alarm bells	fear	1
2190	aquaphobic	fear	1
2191	systemic risk	fear	1
2192	pusillanimous	fear	1
2193	night terror	fear	1
2194	unequivocally	fear	1
2195	notice	fear	1
2196	quaternary structure	fear	1
2197	assembly	fear	1
2198	Judgment	fear	1
2199	syphilophobia	fear	1
2200	drug-disease	fear	1
2201	awkward	fear	1
2202	troublemaker	fear	1
2203	slink	fear	1
2204	solar plexus	fear	1
2205	gadolinite	fear	1
2206	battered child syndrome	fear	1
2207	life table	fear	1
2208	sidelong	fear	1
2209	Burton	fear	1
2210	worrit	fear	1
2211	life	fear	1
2212	on/under pain of	fear	1
2213	furioso	fear	1
2214	autosave	fear	1
2215	analyse	fear	1
2216	orc	fear	1
2217	producer	fear	1
2218	dance	fear	1
2219	quavering	fear	1
2220	primary	fear	1
2221	defenestration	fear	1
2222	insecure	fear	1
2223	unjustifiable	fear	1
2224	fear for one's life	fear	1
2225	punic	fear	1
2226	eariness	fear	1
2227	reductionism	fear	1
2228	anxiety disorder	fear	1
2229	defile	fear	1
2230	implex	fear	1
2231	snorter	fear	1
2232	trivialize	fear	1
2233	collective policy	fear	1
2234	premenstrual syndrome	fear	1
2235	complexness	fear	1
2236	high	fear	1
2237	occasionally	fear	1
2238	out on a limb	fear	1
2239	coordination	fear	1
2240	shrug	fear	1
2241	bulwark	fear	1
2242	timber	fear	1
2243	ketol	fear	1
2244	a hedge against something	fear	1
2245	high-pressure	fear	1
2246	cannon fodder	fear	1
2247	cyberterrorism	fear	1
2248	dodgy	fear	1
2249	Cahora Bassa	fear	1
2250	have a lot/enough/too much on your plate	fear	1
2251	craps	fear	1
2252	unsophisticated	fear	1
2253	PPE	fear	1
2254	phenanthrene	fear	1
2255	appallment	fear	1
2256	denouement	fear	1
2257	multiplicity	fear	1
2258	Jacobin	fear	1
2259	cylinder	fear	1
2260	fall down	fear	1
2261	skepticize	fear	1
2262	enterprise	fear	1
2263	fascism	fear	1
2264	B complex	fear	1
2265	mercurate	fear	1
2266	securely	fear	1
2267	higher bacterium	fear	1
2268	self-confident	fear	1
2269	digitonide	fear	1
2270	devil-may-care	fear	1
2271	look over one's shoulder	fear	1
2272	shore	fear	1
2273	particularism	fear	1
2274	broke	fear	1
2275	panic	fear	1
2276	loom	fear	1
2277	get/have the wind up	fear	1
2278	gastness	fear	1
2279	raloxifene	fear	1
2280	aerophobic	fear	1
2281	harmonic	fear	1
2282	rate	fear	1
2283	derisk	fear	1
2284	put one's head on the chopping block	fear	1
2285	bottle out	fear	1
2286	make someone's skin/flesh creep	fear	1
2287	insinuate	fear	1
2288	ramify	fear	1
2289	configurate	fear	1
2290	carbohydrase	fear	1
2291	AA	fear	1
2292	wanton	fear	1
2293	conscience	fear	1
2294	respiration	fear	1
2295	businessman's risk	fear	1
2296	sex hygiene	fear	1
2297	resveratrol	fear	1
2298	atavistic	fear	1
2299	scare story	fear	1
2300	dubiosity	fear	1
2301	phobia	fear	1
2302	conjugate	fear	1
2303	gliff	fear	1
2304	social phobia	fear	1
2305	troubling	fear	1
2306	risk factor	fear	1
2307	shame culture	fear	1
2308	tangled	fear	1
2309	job	fear	1
2310	schiffli	fear	1
2311	be tough on	fear	1
2312	mortal	fear	1
2313	shithouse	fear	1
2314	claw	fear	1
2315	kerogen	fear	1
2316	lipoprotein	fear	1
2317	fud	fear	1
2318	white-lipped	fear	1
2319	symbol	fear	1
2320	hydroxyapatite	fear	1
2321	predelinquent	fear	1
2322	decentralize	fear	1
2323	tessera	fear	1
2324	fund	fear	1
2325	aquo	fear	1
2326	real part	fear	1
2327	B vitamin	fear	1
2328	euphemistic	fear	1
2329	undiminished	fear	1
2330	net	fear	1
2331	inheritance	fear	1
2332	dynamics	fear	1
2333	unstring	fear	1
2334	adhere	fear	1
2335	biohazard	fear	1
2336	inconclusive	fear	1
2337	imperil	fear	1
2338	conjugate roots	fear	1
2339	feared	fear	1
2340	construction	fear	1
2341	escape	fear	1
2342	pur sang	fear	1
2343	systematic risk	fear	1
2344	investment grade	fear	1
2345	foolproof	fear	1
2346	content	fear	1
2347	ailurophobia	fear	1
2348	Himeji Castle	fear	1
2349	indecision	fear	1
2350	cyclin	fear	1
2351	bugbear	fear	1
2352	buccaneer	fear	1
2353	alleged	fear	1
2354	tranche	fear	1
2355	lose sleep over	fear	1
2356	tridentate	fear	1
2357	high-stakes	fear	1
2358	chilly	fear	1
2359	undoubtedly	fear	1
2360	pure interest	fear	1
2361	hatchel	fear	1
2362	thiocyanogen	fear	1
2363	demonstrably	fear	1
2364	moer	fear	1
2365	easily	fear	1
2366	Persian rug	fear	1
2367	quaver	fear	1
2368	enzyme	fear	1
2369	white-faced	fear	1
2370	intermediate	fear	1
2371	forget it	fear	1
2372	heterotroph	fear	1
2373	superiority complex	fear	1
2374	Redwood City	fear	1
2375	wariness	fear	1
2376	second thought	fear	1
2377	wheels within wheels	fear	1
2378	sportsdrome	fear	1
2379	underwriter	fear	1
2380	nominal essence	fear	1
2381	stagnate	fear	1
2382	demonophobia	fear	1
2383	confidently	fear	1
2384	Riemann sphere	fear	1
2385	censor	fear	1
2386	WRI	fear	1
2387	leuconic	fear	1
2388	wrist	fear	1
2389	put on a brave face	fear	1
2390	czar	fear	1
2391	alarmist	fear	1
2392	tetrahedrite	fear	1
2393	stakeholder	fear	1
2394	whimper	fear	1
2395	reverence	fear	1
2396	cyanocobalamin	fear	1
2397	investor resistance	fear	1
2398	waiver	fear	1
2399	beyond question	fear	1
2400	tenuous	fear	1
2401	arithmetic	fear	1
2402	unnecessary	fear	1
2403	by far	fear	1
2404	embark	fear	1
2405	contour	fear	1
2406	plightful	fear	1
2407	tough	fear	1
2408	pyruvil	fear	1
2409	nitro-substitution	fear	1
2410	jeopardy	fear	1
2411	Rome was not built in a day	fear	1
2412	opine	fear	1
2413	nosophobia	fear	1
2414	overawe	fear	1
2415	life–care	fear	1
2416	argument	fear	1
2417	increased	fear	1
2418	terror tactics	fear	1
2419	reignite	fear	1
2420	ecology	fear	1
2421	beholden	fear	1
2422	seize	fear	1
2423	clubhouse	fear	1
2424	fill	fear	1
2425	casino	fear	1
2426	satanophobia	fear	1
2427	salvage	fear	1
2428	dispute	fear	1
2429	hydra	fear	1
2430	taboo	fear	1
2431	superstitious	fear	1
2432	sertraline	fear	1
2433	secureness	fear	1
2434	genetic profile	fear	1
2435	terrour	fear	1
2436	infuriating	fear	1
2437	not be someone’s problem	fear	1
2438	nerve-racking	fear	1
2439	koan	fear	1
2440	speculate	fear	1
2441	startle pattern	fear	1
2442	epidemic	fear	1
2443	sans souci	fear	1
2444	daredevil	fear	1
2445	question	fear	1
2446	lignin	fear	1
2447	up the ante	fear	1
2448	melaniline	fear	1
2449	hardiness	fear	1
2450	preachy	fear	1
2451	real number	fear	1
2452	cautious	fear	1
2453	credit risk	fear	1
2454	Albee, Edward Franklin	fear	1
2455	rating	fear	1
2456	precancerous	fear	1
2457	equate	fear	1
2458	recur	fear	1
2459	primosome	fear	1
2460	jewelers' block insurance	fear	1
2461	fiendish	fear	1
2462	bunsen burner	fear	1
2463	reck	fear	1
2464	oxalan	fear	1
2465	unfearful	fear	1
2466	put (or lay) one's head (or neck) on the block	fear	1
2467	heterophobia	fear	1
2468	type A	fear	1
2469	insurer	fear	1
2470	scutwork	fear	1
2471	religion complex	fear	1
2472	freeze one's blood	fear	1
2473	make someone's skin/flesh crawl	fear	1
2474	fearlessness	fear	1
2475	in the final (or last) analysis	fear	1
2476	submersion	fear	1
2477	dimer	fear	1
2478	threaten	fear	1
2479	Germanophobe	fear	1
2480	plain	fear	1
2481	noyade	fear	1
2482	sequestration	fear	1
2483	negligence	fear	1
2484	novel	fear	1
2485	culminate	fear	1
2486	persecution complex	fear	1
2487	gambler	fear	1
2488	lay sth on the line	fear	1
2489	title	fear	1
2490	indemnify	fear	1
2491	obsessive-compulsive	fear	1
2492	padded cell	fear	1
2493	aquation	fear	1
2494	gynopara	fear	1
2495	rash	fear	1
2496	willies	fear	1
2497	wrath	fear	1
2498	horripilation	fear	1
2499	salvation	fear	1
2500	make sb's blood curdle	fear	1
2501	high-grade	fear	1
2502	releaser	fear	1
2503	dissociation	fear	1
2504	risk analysis	fear	1
2505	bone–chilling	fear	1
2506	multiplex	fear	1
2507	risk-based	fear	1
2508	hardihood	fear	1
2509	Low	fear	1
2510	affret	fear	1
2511	tamasic	fear	1
2512	flee	fear	1
2513	ON	fear	1
2514	to be on the safe side	fear	1
2515	drop one's bundle	fear	1
2516	polemicist	fear	1
2517	marshal	fear	1
2518	superficial	fear	1
2519	alien	fear	1
2520	avoidant disorder	fear	1
2521	pyrrhonic	fear	1
2522	kaleidoscope	fear	1
2523	endangered	fear	1
2524	fly-by-night	fear	1
2525	unprotected	fear	1
2526	unwary	fear	1
2527	alarmingly	fear	1
2528	meticulous	fear	1
2529	reductionist	fear	1
2530	haul	fear	1
2531	general insurance	fear	1
2532	for a certainty	fear	1
2533	nectosome	fear	1
2534	croupier	fear	1
2535	ill-equipped	fear	1
2536	amplitude	fear	1
2537	sucralfate	fear	1
2538	radiator muff	fear	1
2539	prejudice	fear	1
2540	A1	fear	1
2541	non-investment	fear	1
2542	complex conjugate	fear	1
2543	cession	fear	1
2544	synchronicity	fear	1
2545	worth	fear	1
2546	metaphysics	fear	1
2547	quantitative analysis	fear	1
2548	ironism	fear	1
2549	unquestioned	fear	1
2550	ureide	fear	1
2551	stage fright	fear	1
2552	safety razor	fear	1
2553	go	fear	1
2554	eye-mindedness	fear	1
2555	panically	fear	1
2556	lacing	fear	1
2557	desecrate	fear	1
2558	anxiety-ridden	fear	1
2559	coinsurance	fear	1
2560	hormone replacement therapy	fear	1
2561	abandon	fear	1
2562	gynephobia	fear	1
2563	complex	fear	1
2564	madding	fear	1
2565	nucleosynthesis	fear	1
2566	suicide door	fear	1
2567	suspicious	fear	1
2568	petulantly	fear	1
2569	tranche securities	fear	1
2570	unprotected sex	fear	1
2571	absolute	fear	1
2572	barbican	fear	1
2573	moment	fear	1
2574	complication	fear	1
2575	deficient	fear	1
2576	dang well	fear	1
2577	rangant	fear	1
2578	proteasome	fear	1
2579	unsystematic risk	fear	1
2580	disbursement	fear	1
2581	congress money	fear	1
2582	superalloy	fear	1
2583	multicellular	fear	1
2584	xyletic	fear	1
2585	mortgage	fear	1
2586	arras	fear	1
2587	shy away	fear	1
2588	sool	fear	1
2589	unhurried	fear	1
2590	rally	fear	1
2591	holocoenotic	fear	1
2592	venture capitalist	fear	1
2593	chance your arm	fear	1
2594	dangle	fear	1
2595	the weight of the world	fear	1
2596	agoraphobia	fear	1
2597	riddle	fear	1
2598	waver	fear	1
2599	broaden	fear	1
2600	drop-in	fear	1
2601	Americanophobia	fear	1
2602	chromatin	fear	1
2603	caution	fear	1
2604	number	fear	1
2605	mumbo jumbo	fear	1
2606	distrait	fear	1
2607	flyer	fear	1
2608	cross that bridge when you come to it	fear	1
2609	macrophylogeny	fear	1
2610	regression	fear	1
2611	sacrarium	fear	1
2612	Lloyd's underwriter	fear	1
2613	ethic	fear	1
2614	for sure	fear	1
2615	skepticism	fear	1
2616	sceptic	fear	1
2617	seriousness	fear	1
2618	transcend	fear	1
2619	worn	fear	1
2620	someone won’t bite	fear	1
2621	chase the game	fear	1
2622	nonthreatening	fear	1
2623	clear-cut	fear	1
2624	ataraxia	fear	1
2625	imbroglio	fear	1
2626	chatter	fear	1
2627	Eunice	fear	1
2628	comprehend	fear	1
2629	keep it simple	fear	1
2630	macaque	fear	1
2631	counterpoint	fear	1
2632	savage	fear	1
2633	frantically	fear	1
2634	rock dust	fear	1
2635	safely	fear	1
2636	executioner	fear	1
2637	don't give it another thought	fear	1
2638	skein	fear	1
2639	coenzyme	fear	1
2640	Committee of Public Safety	fear	1
2641	bond rating	fear	1
2642	scornfully	fear	1
2643	simulator	fear	1
2644	furiousness	fear	1
2645	ate	fear	1
2646	onium	fear	1
2647	swallow	fear	1
2648	don't (or I wouldn't) bet on it	fear	1
2649	soluble	fear	1
2650	like a headless chicken	fear	1
2651	sophisticated	fear	1
2652	history	fear	1
2653	folic acid	fear	1
2654	unresolved	fear	1
2655	countertransference	fear	1
2656	bond	fear	1
2657	lead someone a dance (or a merry dance)	fear	1
2658	demonstrable	fear	1
2659	MIA	fear	1
2660	goosebumps	fear	1
2661	palpebral disk	fear	1
2662	prevalence	fear	1
2663	risk/reward	fear	1
2664	Sharesave	fear	1
2665	contagion	fear	1
2666	quail	fear	1
2667	fine trade bill	fear	1
2668	explicit	fear	1
2669	evince	fear	1
2670	depletion	fear	1
2671	special needs	fear	1
2672	gambling	fear	1
2673	sub-prime	fear	1
2674	biting	fear	1
2675	Mafia	fear	1
2676	tobacco mosaic	fear	1
2677	heteropoly	fear	1
2678	intertessellation	fear	1
2679	kerfuffle	fear	1
2680	lovastatin	fear	1
2681	solve	fear	1
2682	penny stock	fear	1
2683	hedge	fear	1
2684	alkaloid	fear	1
2685	theoterrorism	fear	1
2686	machine	fear	1
2687	amphibole	fear	1
2688	glib	fear	1
2689	intimation	fear	1
2690	extenuating	fear	1
2691	holophrastic	fear	1
2692	melanuric	fear	1
2693	fibrin	fear	1
2694	cenospecies	fear	1
2695	bet the farm/ranch	fear	1
2696	keep someone guessing	fear	1
2697	basement complex	fear	1
2698	zymase	fear	1
2699	extreme	fear	1
2700	entail	fear	1
2701	unguard	fear	1
2702	crypt	fear	1
2703	intricacy	fear	1
2704	emetophobe	fear	1
2705	CISC	fear	1
2706	apraxia	fear	1
2707	wholesome	fear	1
2708	gallop	fear	1
2709	fraught	fear	1
2710	quell	fear	1
2711	play on	fear	1
2712	broil	fear	1
2713	establish	fear	1
2714	optometrist	fear	1
2715	profiler	fear	1
2716	calculated	fear	1
2717	multiple personality	fear	1
2718	sacred cow	fear	1
2719	pawn	fear	1
2720	cluck	fear	1
2721	macroevolution	fear	1
2722	one	fear	1
2723	despotism	fear	1
2724	stabby	fear	1
2725	as if!	fear	1
2726	avail	fear	1
2727	apparatus	fear	1
2728	blood-curdling	fear	1
2729	complexity theory	fear	1
2730	awless	fear	1
2731	solanine	fear	1
2732	shy away from sth	fear	1
2733	FOMO	fear	1
2734	pravastatin	fear	1
2735	college	fear	1
2736	pyrophobia	fear	1
2737	death grip	fear	1
2738	authority	fear	1
2739	inogen	fear	1
2740	scarecrow	fear	1
2741	industrial mall	fear	1
2742	panical	fear	1
2743	look out for	fear	1
2744	hobgoblin	fear	1
2745	tanorexic	fear	1
2746	excess reinsurance	fear	1
2747	chiromancy	fear	1
2748	feminophobia	fear	1
2749	Makeham's law	fear	1
2750	decrease	fear	1
2751	miryachit	fear	1
2752	incautious	fear	1
2753	welfarism	fear	1
2754	logic circuit	fear	1
2755	worrisome	fear	1
2756	assert	fear	1
2757	tribulation	fear	1
2758	probably	fear	1
2759	complex unit	fear	1
2760	someone’s heart pounds/beats/thumps	fear	1
2761	velocity	fear	1
2762	intimidating	fear	1
2763	bold	fear	1
2764	cloying	fear	1
2765	sapogenin	fear	1
2766	apocalypse	fear	1
2767	incense	fear	1
2768	nom de plume	fear	1
2769	self-insure	fear	1
2770	defensive	fear	1
2771	frightment	fear	1
2772	brave	fear	1
2773	compound fracture	fear	1
2774	oxaluric	fear	1
2775	Germanophobia	fear	1
2776	take a chance	fear	1
2777	eviction	fear	1
2778	mushroom	fear	1
2779	mandarin	fear	1
2780	saccharin	fear	1
2781	degeneration	fear	1
2782	symbolization	fear	1
2783	probability	fear	1
2784	that’s all right	fear	1
2785	reflexology	fear	1
2786	yeek	fear	1
2787	careless	fear	1
2788	satiated	fear	1
2789	subjunctive	fear	1
2790	siderodromophobia	fear	1
2791	redintegration	fear	1
2792	Cordilleras	fear	1
2793	dissipate	fear	1
2794	perinatology	fear	1
2795	Mandelbrot set	fear	1
2796	distrust	fear	1
2797	photophobia	fear	1
2798	a shadow of (a) doubt	fear	1
2799	lose sleep	fear	1
2800	doubting mania	fear	1
2801	court disaster	fear	1
2802	in fear of one's life	fear	1
2803	courageous	fear	1
2804	rendition	fear	1
2805	mankind	fear	1
2806	undismayed	fear	1
2807	triskaidekaphobia	fear	1
2808	whey–face	fear	1
2809	meteorite	fear	1
2810	clockwork	fear	1
2811	transphobia	fear	1
2812	expectation	fear	1
2813	risk money	fear	1
2814	dendrite	fear	1
2815	breathe	fear	1
2816	indogen	fear	1
2817	FORTRAN	fear	1
2818	make someone's skin crawl/creep	fear	1
2819	have a (good) head for heights	fear	1
2820	madrigal	fear	1
2821	tighten	fear	1
2822	entire	fear	1
2823	quieten	fear	1
2824	laid-back	fear	1
2825	Escurial	fear	1
2826	defect	fear	1
2827	underlying	fear	1
2828	fusion	fear	1
2829	rock duster	fear	1
2830	gold hedging	fear	1
2831	unsafe	fear	1
2832	floodgate	fear	1
2833	dispersion	fear	1
2834	type B	fear	1
2835	nucleosome	fear	1
2836	headache	fear	1
2837	brain-teaser	fear	1
2838	tropomyosin	fear	1
2839	derecho	fear	1
2840	BIOS	fear	1
2841	end	fear	1
2842	self-confidence	fear	1
2843	substandard	fear	1
2844	curmudgeon	fear	1
2845	aggressive growth fund	fear	1
2846	tiptoe around	fear	1
2847	surety	fear	1
2848	at (one's) ease	fear	1
2849	Palace Museum	fear	1
2850	cinnoline	fear	1
2851	indicate	fear	1
2852	macerate	fear	1
2853	fugue	fear	1
2854	at-risk	fear	1
2855	phonophobia	fear	1
2856	joint denial	fear	1
2857	margin account	fear	1
2858	reserve	fear	1
2859	tirrit	fear	1
2860	go where others fear to tread	fear	1
2861	discussive	fear	1
2862	subordinate clause	fear	1
2863	misdoubt	fear	1
2864	health scare	fear	1
2865	exemplary	fear	1
2866	continuously	fear	1
2867	attractive nuisance	fear	1
2868	flicker	fear	1
2869	crufty	fear	1
2870	boldness	fear	1
2871	cleavage	fear	1
2872	noematachograph	fear	1
2873	imagination	fear	1
2874	pantophobia	fear	1
2875	serene	fear	1
2876	cliff–hanger	fear	1
2877	stuntman	fear	1
2878	non-prime bill	fear	1
2879	pucker factor	fear	1
2880	fear the worst	fear	1
2881	psychosomatic	fear	1
2882	presumption	fear	1
2883	cheat fate	fear	1
2884	superstition	fear	1
2885	samarskite	fear	1
2886	hedging	fear	1
2887	forfered	fear	1
2888	means	fear	1
2889	biologic	fear	1
2890	terrifyingly	fear	1
2891	limb	fear	1
2892	speculation	fear	1
2893	radiation hazard	fear	1
2894	petroleum	fear	1
2895	leprophobia	fear	1
2896	disquieting	fear	1
2897	respire	fear	1
2898	instinct	fear	1
2899	equivocate	fear	1
2900	synthesis	fear	1
2901	immune complex	fear	1
2902	piperonal	fear	1
2903	technophobia	fear	1
2904	character	fear	1
2905	involve	fear	1
2906	venturer	fear	1
2907	relaxation	fear	1
2908	Red Terror	fear	1
2909	choreograph	fear	1
2910	syndrome X	fear	1
2911	reverential	fear	1
2912	defense	fear	1
2913	doubtful	fear	1
2914	clapperclaw	fear	1
2915	eery	fear	1
2916	entitle	fear	1
2917	frighten someone out of their wits	fear	1
2918	dare	fear	1
2919	wreakful	fear	1
2920	hunted	fear	1
2921	terrorize	fear	1
2922	leave sb be	fear	1
2923	clause	fear	1
2924	test card	fear	1
2925	margin	fear	1
2926	I don't know about that	fear	1
2927	Cooke, Jay	fear	1
2928	wash	fear	1
2929	discourage	fear	1
2930	complexion	fear	1
2931	multiphyletic	fear	1
2932	scrupulosity	fear	1
2933	essay crisis	fear	1
2934	cynical	fear	1
2935	lighthearted	fear	1
2936	market risk	fear	1
2937	logistics	fear	1
2938	adenomyoma	fear	1
2939	conclusively	fear	1
2940	gadabout	fear	1
2941	bullshit	fear	1
2942	tenacity	fear	1
2943	ode	fear	1
2944	contract	fear	1
2945	convincing	fear	1
2946	friable	fear	1
2947	pushy	fear	1
2948	jumbo loan	fear	1
2949	Medal of Honor	fear	1
2950	superindividual	fear	1
2951	hideous	fear	1
2952	complicated	fear	1
2953	subsocial	fear	1
2954	oatmeal	fear	1
2955	brass	fear	1
2956	thicken	fear	1
2957	conjugal	fear	1
2958	ambiguously	fear	1
2959	apron strings	fear	1
2960	fabric	fear	1
2961	resounding	fear	1
2962	unequivocal	fear	1
2963	cause for concern	fear	1
2964	shirk	fear	1
2965	erk	fear	1
2966	discount	fear	1
2967	synflorescence	fear	1
2968	pathophobia	fear	1
2969	skepsis	fear	1
2970	algophobia	fear	1
2971	lapis lazuli	fear	1
2972	range anxiety	fear	1
2973	astronomical clock	fear	1
2974	quant	fear	1
2975	gangsta	fear	1
2976	margin of safety	fear	1
2977	unassailable	fear	1
2978	risk profile	fear	1
2979	adjoint	fear	1
2980	general average	fear	1
2981	sweat the details	fear	1
2982	OR	fear	1
2983	problem	fear	1
2984	beaver	fear	1
2985	cyberphobia	fear	1
2986	whatsoever	fear	1
2987	metabolon	fear	1
2988	misch metal	fear	1
2989	terror drop	fear	1
2990	rampant	fear	1
2991	trisaccharide	fear	1
2992	questionless	fear	1
2993	invite	fear	1
2994	protoplasm	fear	1
2995	symphony	fear	1
2996	bandit	fear	1
2997	dropout	fear	1
2998	dubitative	fear	1
2999	hang-up	fear	1
3000	naturally	fear	1
3001	hotdog	fear	1
3002	sound spectrograph	fear	1
3003	exposed	fear	1
3004	protein	fear	1
3005	sweat it	fear	1
3006	macrohabitat	fear	1
3007	schedule rate	fear	1
3008	optimism	fear	1
3009	pussyfoot	fear	1
3010	putative	fear	1
3011	diametral plane	fear	1
3012	funking	fear	1
3013	amoeba	fear	1
3014	reduced	fear	1
3015	Taylor, Dame Elizabeth	fear	1
3016	love/hate/fear something above anything	fear	1
3017	go nap	fear	1
3018	reign	fear	1
3019	quizzical	fear	1
3020	finally	fear	1
3021	timolol	fear	1
3022	situation	fear	1
3023	lignocellulose	fear	1
3024	(with) your heart in your mouth	fear	1
3025	intricate	fear	1
3026	overcomplex	fear	1
3027	critical	fear	1
3028	determined	fear	1
3029	overdominance	fear	1
3030	burden	fear	1
3031	conjugated protein	fear	1
3032	onslaught	fear	1
3033	tide	fear	1
3034	operations research	fear	1
3035	voice	fear	1
3036	execution risk	fear	1
3037	metamorphosis	fear	1
3038	solecism	fear	1
3039	kidnap	fear	1
3040	associative	fear	1
3041	coverage	fear	1
3042	paraskevidekatriaphobia	fear	1
3043	structurally	fear	1
3044	push	fear	1
3045	tried	fear	1
3046	have (got) it made	fear	1
3047	death rate	fear	1
3048	instead	fear	1
3049	marked man/woman	fear	1
3050	capital gearing	fear	1
3051	quarter-life crisis	fear	1
3052	proof	fear	1
3053	tetrakis-	fear	1
3054	asquint	fear	1
3055	barbaric	fear	1
3056	Rube Goldberg	fear	1
3057	co-insurance	fear	1
3058	panicum	fear	1
3059	confidence	fear	1
3060	systems analyst	fear	1
3061	uncomplicated	fear	1
3062	make someone’s flesh crawl/creep	fear	1
3063	gambit	fear	1
3064	clutch	fear	1
3065	known	fear	1
3066	emphatic	fear	1
3067	adenosis	fear	1
3068	noticeable	fear	1
3069	securitization	fear	1
3070	unawed	fear	1
3071	dreddour	fear	1
3072	kaleidoscopic	fear	1
3073	lest	fear	1
3074	composition	fear	1
3075	undoubtful	fear	1
3076	tew	fear	1
3077	ecosystem	fear	1
3078	bioinformatics	fear	1
3079	audaciously	fear	1
3080	suspect	fear	1
3081	association	fear	1
3082	jitter	fear	1
3083	idocrase	fear	1
3084	squinch	fear	1
3085	park	fear	1
3086	yond	fear	1
3087	constriction	fear	1
3088	rich	fear	1
3089	cross to bear	fear	1
3090	mad	fear	1
3091	damn well	fear	1
3092	beeline	fear	1
3093	pistanthrophobia	fear	1
3094	tiger-footed	fear	1
3095	risk-adjusted	fear	1
3096	ingress	fear	1
3097	neophobia	fear	1
3098	exasperate	fear	1
3099	Russian roulette	fear	1
3100	breakaway	fear	1
3101	hank	fear	1
3102	broad	fear	1
3103	have second thoughts (about something)	fear	1
3104	um	fear	1
3105	black box	fear	1
3106	chicken	fear	1
3107	ascertain	fear	1
3108	Davy lamp	fear	1
3109	mucilage	fear	1
3110	unafraid	fear	1
3111	make someone's flesh crawl/creep	fear	1
3112	aplomb	fear	1
3113	polydentate	fear	1
3114	notion	fear	1
3115	Gould, Jay	fear	1
3116	just because I'm paranoid doesn't mean they're not out to get me	fear	1
3117	decisively	fear	1
3118	business venture	fear	1
3119	precariously	fear	1
3120	convulsion	fear	1
3121	fool hen	fear	1
3122	diethylstilbestrol	fear	1
3123	chevy	fear	1
3124	provenly	fear	1
3125	panophobia	fear	1
3126	uranoso-	fear	1
3127	department	fear	1
3128	goose bumps	fear	1
3129	hydrophobic	fear	1
3130	technophobe	fear	1
3131	LSD	fear	1
3132	political correctness	fear	1
3133	put all one's eggs in one basket	fear	1
3134	shudder	fear	1
3135	throw caution to the wind/winds	fear	1
3136	security blanket	fear	1
3137	stick out	fear	1
3138	creep someone out	fear	1
3139	decomplex	fear	1
3140	right	fear	1
3141	OEM	fear	1
3142	bidentate	fear	1
3143	principle	fear	1
3144	credit derivative	fear	1
3145	force	fear	1
3146	caline	fear	1
3147	wage	fear	1
3148	leach	fear	1
3149	homophobe	fear	1
3150	flat spin	fear	1
3151	Scylla and Charybdis	fear	1
3152	compound fraction	fear	1
3153	qualm	fear	1
3154	jive	fear	1
3155	band	fear	1
3156	the tote	fear	1
3157	pit of your stomach	fear	1
3158	punt on sth	fear	1
3159	acrophobia	fear	1
3160	agnostic	fear	1
3161	go-go fund	fear	1
3162	press	fear	1
3163	final	fear	1
3164	better the devil you know than the devil you don't know	fear	1
3165	unmaze	fear	1
3166	systems engineering	fear	1
3167	balanced fund	fear	1
3168	solution	fear	1
3169	troublesome	fear	1
3170	gilt	fear	1
3171	artery	fear	1
3172	on edge	fear	1
3173	acetyl	fear	1
3174	management-speak	fear	1
3175	retrogress	fear	1
3176	stampede	fear	1
3177	glassy	fear	1
3178	technique	fear	1
3179	below investment grade	fear	1
3180	phosphomolybdic	fear	1
3181	appendix	fear	1
3182	whoop	fear	1
3183	action	fear	1
3184	nerve centre	fear	1
3185	unhesitating	fear	1
3186	high-wire act	fear	1
3187	lowly organized	fear	1
3188	afeared	fear	1
3189	integrated circuit	fear	1
3190	assumption of risk	fear	1
3191	quadridentate	fear	1
3192	sharesman	fear	1
3193	furrowed	fear	1
3194	cut–and–dried	fear	1
3195	put the wind up (someone)	fear	1
3196	retract	fear	1
3197	caveat emptor	fear	1
3198	retrogression	fear	1
3199	hyoid bone	fear	1
3200	hired gun	fear	1
